left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ICD10_L40	Psoriasis	HP:0003765	Psoriasiform dermatitis	label	hasExactSynonym	Psoriasis	Psoriasis	90.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H53.54	Protanomaly	HP:0200018	Protanomaly	label	label	Protanomaly	Protanomaly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E83.42	Hypomagnesemia	HP:0002917	Hypomagnesemia	label	label	Hypomagnesemia	Hypomagnesemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K92.1	Melena	HP:0002249	Melena	label	label	Melena	Melena	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I42	Cardiomyopathy	HP:0001638	Cardiomyopathy	label	label	Cardiomyopathy	Cardiomyopathy	100.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L40.3	Pustulosis palmaris et plantaris	HP:0100847	Palmoplantar pustulosis	label	hasExactSynonym	Pustulosis palmaris et plantaris	Pustulosis palmaris et plantaris	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J06	acute	HP:0011009	Acute	label	label	acute	Acute	100.0	1.0	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_E61.0	Copper deficiency	HP:0011967	Hypocupremia	label	hasExactSynonym	Copper deficiency	Copper deficiency	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K26	duodenal ulcer	HP:0002588	Duodenal ulcer	label	label	duodenal ulcer	Duodenal ulcer	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C22.2	Hepatoblastoma	HP:0002884	Hepatoblastoma	label	label	Hepatoblastoma	Hepatoblastoma	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I67.82	Cerebral ischemia	HP:0002637	Cerebral ischemia	label	label	Cerebral ischemia	Cerebral ischemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N91.0	Primary amenorrhea	HP:0000786	Primary amenorrhea	label	label	Primary amenorrhea	Primary amenorrhea	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H90	hearing loss	HP:0000365	Hearing impairment	label	hasRelatedSynonym	hearing loss	Hearing loss	50.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q60.0	Renal agenesis, unilateral	HP:0000122	Unilateral renal agenesis	label	label	Renal agenesis, unilateral	Unilateral renal agenesis	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q36.1	Cleft lip, median	HP:0000161	Median cleft lip	label	label	Cleft lip, median	Median cleft lip	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H50.52	Exophoria	HP:0025313	Exophoria	label	label	Exophoria	Exophoria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H57.03	Miosis	HP:0000616	Miosis	label	label	Miosis	Miosis	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E87.6	Hypokalemia	HP:0002900	Hypokalemia	label	label	Hypokalemia	Hypokalemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R79.81	Abnormal blood-gas level	HP:0012415	Abnormal blood gas level	label	label	Abnormal blood-gas level	Abnormal blood gas level	85.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H43.1	Vitreous haemorrhage	HP:0007902	Vitreous hemorrhage	label	hasRelatedSynonym	Vitreous haemorrhage	Vitreous haemorrhage	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D70	Agranulocytosis	HP:0012234	Agranulocytosis	label	label	Agranulocytosis	Agranulocytosis	100.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R19.6	Halitosis	HP:0100812	Halitosis	label	label	Halitosis	Halitosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_P95	Stillbirth	HP:0003826	Stillbirth	label	label	Stillbirth	Stillbirth	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H18.53	Granular corneal dystrophy	HP:0007802	Granular corneal dystrophy	label	label	Granular corneal dystrophy	Granular corneal dystrophy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R56.0	Febrile convulsions	HP:0002373	Febrile seizures	label	hasExactSynonym	Febrile convulsions	Febrile convulsions	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H90.3	Sensorineural hearing loss, bilateral	HP:0008619	Bilateral sensorineural hearing impairment	label	hasExactSynonym	Sensorineural hearing loss, bilateral	Bilateral sensorineural hearing loss	65.02499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G80.3	Athetoid cerebral palsy	HP:0011445	Athetoid cerebral palsy	label	label	Athetoid cerebral palsy	Athetoid cerebral palsy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C81	hodgkin lymphoma	HP:0012189	Hodgkin lymphoma	label	label	hodgkin lymphoma	Hodgkin lymphoma	100.0	1.0	0.25	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K73	chronic hepatitis	HP:0200123	Chronic hepatitis	label	label	chronic hepatitis	Chronic hepatitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H46	Optic neuritis	HP:0100653	Optic neuritis	label	label	Optic neuritis	Optic neuritis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M54.81	Occipital neuralgia	HP:0012318	Occipital neuralgia	label	label	Occipital neuralgia	Occipital neuralgia	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I42.4	Endocardial fibroelastosis	HP:0001706	Endocardial fibroelastosis	label	label	Endocardial fibroelastosis	Endocardial fibroelastosis	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q82.2	Mastocytosis	HP:0100495	Mastocytosis	label	label	Mastocytosis	Mastocytosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M43.6	Torticollis	HP:0000473	Torticollis	label	label	Torticollis	Torticollis	100.0	0.5	1.0	0	0.5263157894736842	3
http://purl.obolibrary.org/obo/ICD10_G24.3	Spasmodic torticollis	HP:0000473	Torticollis	label	hasExactSynonym	Spasmodic torticollis	Spasmodic torticollis	90.0	1.0	1.0	2	0.47368421052631576	3
http://purl.obolibrary.org/obo/ICD10_J81	pulmonary edema	HP:0100598	Pulmonary edema	label	label	pulmonary edema	Pulmonary edema	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N97	female infertility	HP:0008222	Female infertility	label	label	female infertility	Female infertility	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q52.11	Transverse vaginal septum	HP:0000145	Transverse vaginal septum	label	label	Transverse vaginal septum	Transverse vaginal septum	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q00.1	Craniorachischisis	HP:0030770	Craniorachischisis	label	label	Craniorachischisis	Craniorachischisis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G25.0	Essential tremor	HP:0030186	Kinetic tremor	label	hasExactSynonym	Essential tremor	Essential tremor	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E50	vitamin a deficiency	HP:0004905	Vitamin A deficiency	label	label	vitamin a deficiency	Vitamin A deficiency	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J05	acute	HP:0011009	Acute	label	label	acute	Acute	100.0	1.0	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_Q52.3	Imperforate hymen	HP:0030011	Imperforate hymen	label	label	Imperforate hymen	Imperforate hymen	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H10	Conjunctivitis	HP:0000509	Conjunctivitis	label	label	Conjunctivitis	Conjunctivitis	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_S22.5	Flail chest	HP:0030207	Paradoxical respiration	label	hasRelatedSynonym	Flail chest	Flail chest	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I81	Portal vein thrombosis	HP:0030242	Portal vein thrombosis	label	label	Portal vein thrombosis	Portal vein thrombosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_B17	acute hepatitis	HP:0200119	Acute hepatitis	label	label	acute hepatitis	Acute hepatitis	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q67.3	Plagiocephaly	HP:0001357	Plagiocephaly	label	label	Plagiocephaly	Plagiocephaly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G44.2	Tension-type headache	HP:0012228	Tension-type headache	label	label	Tension-type headache	Tension-type headache	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R29.0	Tetany	HP:0001281	Tetany	label	label	Tetany	Tetany	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q21.3	Tetralogy of Fallot	HP:0001636	Tetralogy of Fallot	label	label	Tetralogy of Fallot	Tetralogy of Fallot	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_S83.0	Dislocation of patella	HP:0002999	Patellar dislocation	label	hasExactSynonym	Dislocation of patella	Dislocation of patella	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q04.2	Holoprosencephaly	HP:0001360	Holoprosencephaly	label	label	Holoprosencephaly	Holoprosencephaly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C93	leukemia	HP:0001909	Leukemia	label	label	leukemia	Leukemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D80.7	Transient hypogammaglobulinemia of infancy	HP:0005432	Transient hypogammaglobulinemia of infancy	label	label	Transient hypogammaglobulinemia of infancy	Transient hypogammaglobulinemia of infancy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H15.0	Scleritis	HP:0100532	Scleritis	label	label	Scleritis	Scleritis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I47.2	Ventricular tachycardia	HP:0004756	Ventricular tachycardia	label	label	Ventricular tachycardia	Ventricular tachycardia	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q75.0	Craniosynostosis	HP:0001363	Craniosynostosis	label	label	Craniosynostosis	Craniosynostosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E30.1	Precocious puberty	HP:0000826	Precocious puberty	label	label	Precocious puberty	Precocious puberty	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N18.6	End stage renal disease	HP:0003774	Stage 5 chronic kidney disease	label	hasExactSynonym	End stage renal disease	End stage renal disease	90.0	1.0	1.0	0	0.35678889990089196	4
http://purl.obolibrary.org/obo/ICD10_Q01.0	Frontal encephalocele	HP:0007330	Frontal encephalocele	label	label	Frontal encephalocele	Frontal encephalocele	100.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H02.4	Ptosis of eyelid	HP:0000508	Ptosis	label	hasExactSynonym	Ptosis of eyelid	Eyelid ptosis	76.5	1.0	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H16.2	Keratoconjunctivitis	HP:0001096	Keratoconjunctivitis	label	label	Keratoconjunctivitis	Keratoconjunctivitis	100.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q69	Polydactyly	HP:0010442	Polydactyly	label	label	Polydactyly	Polydactyly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K74.3	Primary biliary cirrhosis	HP:0002613	Biliary cirrhosis	label	hasRelatedSynonym	Primary biliary cirrhosis	Primary biliary cirrhosis	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M32	systemic lupus erythematosus	HP:0002725	Systemic lupus erythematosus	label	label	systemic lupus erythematosus	Systemic lupus erythematosus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N28.83	Nephroptosis	HP:0011126	Nephroptosis	label	label	Nephroptosis	Nephroptosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N14	nephropathy	HP:0000112	Nephropathy	label	label	nephropathy	Nephropathy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H18.52	Epithelial (juvenile) corneal dystrophy	HP:0007755	Juvenile epithelial corneal dystrophy	label	label	Epithelial (juvenile) corneal dystrophy	Juvenile epithelial corneal dystrophy	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_S83.1	Dislocation of knee	HP:0004976	Knee dislocation	label	label	Dislocation of knee	Knee dislocation	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R43.0	Anosmia	HP:0000458	Anosmia	label	label	Anosmia	Anosmia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N11	chronic	HP:0011010	Chronic	label	label	chronic	Chronic	100.0	1.0	1.0	0	0.25	5
http://purl.obolibrary.org/obo/ICD10_Q60.1	Renal agenesis, bilateral	HP:0010958	Bilateral renal agenesis	label	label	Renal agenesis, bilateral	Bilateral renal agenesis	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G90.01	Carotid sinus syncope	HP:0012669	Carotid sinus syncope	label	label	Carotid sinus syncope	Carotid sinus syncope	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q20.2	Double outlet left ventricle	HP:0011581	Double outlet left ventricle	label	label	Double outlet left ventricle	Double outlet left ventricle	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K00.0	Anodontia	HP:0000674	Anodontia	label	label	Anodontia	Anodontia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R31.0	Gross hematuria	HP:0012587	Macroscopic hematuria	label	hasExactSynonym	Gross hematuria	Gross hematuria	90.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J84.01	Alveolar proteinosis	HP:0006517	Alveolar proteinosis	label	label	Alveolar proteinosis	Alveolar proteinosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L08.0	Pyoderma	HP:0000999	Pyoderma	label	label	Pyoderma	Pyoderma	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C85	lymphoma	HP:0002665	Lymphoma	label	label	lymphoma	Lymphoma	100.0	0.5	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_C83	lymphoma	HP:0002665	Lymphoma	label	label	lymphoma	Lymphoma	100.0	0.5	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_C82	lymphoma	HP:0002665	Lymphoma	label	label	lymphoma	Lymphoma	100.0	0.5	1.0	2	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_M91.2	Coxa plana	HP:0005743	Avascular necrosis of the capital femoral epiphysis	label	hasRelatedSynonym	Coxa plana	Coxa plana	50.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H57.02	Anisocoria	HP:0009916	Anisocoria	label	label	Anisocoria	Anisocoria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G47.3	Sleep apnoea	HP:0010535	Sleep apnea	label	hasExactSynonym	Sleep apnoea	Sleep apnoea	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L68	Hypertrichosis	HP:0000998	Hypertrichosis	label	label	Hypertrichosis	Hypertrichosis	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F40.0	Agoraphobia	HP:0000756	Agoraphobia	label	label	Agoraphobia	Agoraphobia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E53.0	Riboflavin deficiency	HP:0100504	Vitamin B2 deficiency	label	hasExactSynonym	Riboflavin deficiency	Riboflavin deficiency	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R46.81	Obsessive-compulsive behavior	HP:0000722	Obsessive-compulsive behavior	label	label	Obsessive-compulsive behavior	Obsessive-compulsive behavior	100.0	1.0	1.0	0	0.5263157894736842	3
http://purl.obolibrary.org/obo/ICD10_F42	Obsessive-compulsive disorder	HP:0000722	Obsessive-compulsive behavior	label	hasExactSynonym	Obsessive-compulsive disorder	Obsessive-compulsive disorder	90.0	1.0	1.0	2	0.47368421052631576	3
http://purl.obolibrary.org/obo/ICD10_I47	Paroxysmal tachycardia	HP:0006688	Paroxysmal tachycardia	label	label	Paroxysmal tachycardia	Paroxysmal tachycardia	100.0	1.0	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J31.0	Chronic rhinitis	HP:0002257	Chronic rhinitis	label	label	Chronic rhinitis	Chronic rhinitis	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K60.3	Anal fistula	HP:0010447	Anal fistula	label	label	Anal fistula	Anal fistula	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I27.0	Primary pulmonary hypertension	HP:0002092	Pulmonary arterial hypertension	label	hasRelatedSynonym	Primary pulmonary hypertension	Primary pulmonary hypertension	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J91	pleural effusion	HP:0002202	Pleural effusion	label	label	pleural effusion	Pleural effusion	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E83.52	Hypercalcemia	HP:0003072	Hypercalcemia	label	label	Hypercalcemia	Hypercalcemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G91	hydrocephalus	HP:0000238	Hydrocephalus	label	label	hydrocephalus	Hydrocephalus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q25.6	Stenosis of pulmonary artery	HP:0004415	Pulmonary artery stenosis	label	label	Stenosis of pulmonary artery	Pulmonary artery stenosis	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q22.0	Pulmonary valve atresia	HP:0010882	Pulmonary valve atresia	label	label	Pulmonary valve atresia	Pulmonary valve atresia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K02	dental caries	HP:0000670	Carious teeth	label	hasExactSynonym	dental caries	Dental caries	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R80.3	Bence Jones proteinuria	HP:0030156	Bence Jones Proteinuria	label	label	Bence Jones proteinuria	Bence Jones Proteinuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E30.0	Delayed puberty	HP:0000823	Delayed puberty	label	label	Delayed puberty	Delayed puberty	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N13.4	Hydroureter	HP:0000072	Hydroureter	label	label	Hydroureter	Hydroureter	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R68.84	Jaw pain	HP:0040264	Jaw pain	label	label	Jaw pain	Jaw pain	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q25.45	Double aortic arch	HP:0011590	Double aortic arch	label	label	Double aortic arch	Double aortic arch	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E20.1	Pseudohypoparathyroidism	HP:0000852	Pseudohypoparathyroidism	label	label	Pseudohypoparathyroidism	Pseudohypoparathyroidism	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R23.2	Flushing	HP:0010783	Erythema	label	hasExactSynonym	Flushing	Flushing	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N48.3	Priapism	HP:0200023	Priapism	label	label	Priapism	Priapism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q80.3	Congenital bullous ichthyosiform erythroderma	HP:0007475	Congenital bullous ichthyosiform erythroderma	label	label	Congenital bullous ichthyosiform erythroderma	Congenital bullous ichthyosiform erythroderma	100.0	1.0	1.0	4	1.0	2
